FIN_REFERENCE,SAMMAAN,V_SCORE,CREATED_DATE,LOGIN_DATE,LOAN_REQ_AMT,ROI,LOAN_SANC_DT,SANC_AMT,TENURE,GRUH
M0267410,0,3.00000,2022-11-30,2022-12-01T16:19:23Z,2300000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00041734,0,4.10000,2023-04-14,2023-04-24T10:39:46Z,5000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0001683A,1,13.00000,2023-01-27,2023-01-27T16:52:15Z,1700000,9.75,2023-01-28T00:00:00Z,1552427,180,0
HLSA000042EE,0,4.10000,2022-10-12,2022-10-12T23:21:03Z,683172,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000B7D1TU,0,-1.00000,2023-02-16,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,212,0
HLSA00045E2D,1,18.00000,2023-05-06,2023-05-06T09:00:57Z,1700000,10.5,2023-05-08T00:00:00Z,1205360,179,0
HLSA0001E422,0,4.10000,2023-02-02,2023-02-08T15:34:40Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003AA86,0,2.00000,2023-03-21,2023-03-23T12:02:57Z,1600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00004556,0,3.00000,2022-10-12,2022-11-01T12:21:17Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00002507,0,1.00000,2022-09-08,2022-09-09T10:05:17Z,5000000,11,2050-01-01T00:00:00Z,0,0,0
M0207776,0,3.00000,2022-09-07,2022-09-09T03:14:47Z,2700000,11,2022-09-13T00:00:00Z,2000000,300,1
HLSA00048172,0,9.00000,2023-05-16,2023-05-16T17:28:00Z,2800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000A863,1,8.00000,2023-01-03,2023-01-03T15:53:21Z,2569163,10,2023-01-04T00:00:00Z,150000,84,0
HLSA0000730DTU,1,-1.00000,2022-11-30,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
HLSA000067D8,0,3.00000,2022-11-18,2022-11-20T16:14:13Z,1500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0000B381,0,1.00000,2023-01-10,2023-01-21T14:46:07Z,9000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000C269,0,9.00000,2023-01-16,2023-01-17T12:35:08Z,850000,11.5,2023-01-19T00:00:00Z,850000,300,0
HLSA00002839,0,4.30000,2022-09-23,2022-09-24T11:00:45Z,7500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002B85D,0,-1.00000,2023-02-15,2023-02-21T18:03:59Z,1000000,13,2023-02-25T00:00:00Z,700000,240,1
M0267614,1,8.00000,2022-12-02,2022-12-02T10:28:08Z,1250000,9.75,2022-12-06T00:00:00Z,1163715,175,0
HLSA00007EAE,0,-1.00000,2022-12-16,2022-12-20T23:04:36Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
M0227989,0,4.30000,2022-10-03,2022-10-06T17:49:09Z,2700000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0000AF29,1,9.00000,2023-01-06,2023-01-08T01:19:36Z,850000,9.75,2050-01-01T00:00:00Z,0,0,0
M0306997TU,1,-1.00000,2023-05-26,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,240,0
HLSA00027CFB,0,-1.00000,2023-02-08,2023-02-08T20:57:05Z,2000000,10.5,2023-02-10T00:00:00Z,2000000,300,0
HLSA0003CFEC,0,1.00000,2023-03-29,2023-03-29T16:02:23Z,2500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0000CB60,1,11.00000,2023-01-19,2023-01-19T15:17:17Z,1700000,9.75,2023-01-20T00:00:00Z,1695386,170,0
M0211969,0,1.00000,2022-09-12,2022-09-13T12:43:05Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0004A77D,0,-1.00000,2023-05-24,2023-05-25T20:17:37Z,1200000,10.5,2023-05-28T00:00:00Z,1195000,300,0
HLSA00036296,0,4.30000,2023-03-09,2023-03-17T10:31:28Z,700000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035E42,0,4.40000,2023-03-09,2023-03-12T17:00:48Z,1700000,12,2023-03-14T00:00:00Z,1620000,140,0
HLSA000014AF,0,3.00000,2022-08-18,2022-08-21T17:59:59Z,2500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003292CTU,1,-1.00000,2023-03-11,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
M0249968TU,1,-1.00000,2022-11-17,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,192,0
HLSA0004A586,0,4.20000,2023-05-23,2023-05-25T22:29:30Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00039069,0,-1.00000,2023-03-17,2023-03-19T18:52:44Z,800000,12,2023-03-21T00:00:00Z,500000,180,0
HLSA0000A97D,1,10.00000,2023-01-03,2023-01-03T17:23:31Z,1150599,10.5,2023-01-03T00:00:00Z,1104736,100,0
HLSA0000AF64,1,14.00000,2023-01-06,2023-01-09T13:20:36Z,4500000,9.75,2023-01-10T00:00:00Z,4459569,240,0
HLSA0003868A,0,8.00000,2023-03-20,2023-03-24T12:37:02Z,3200000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00009BB2TU,1,-1.00000,2022-12-29,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,180,0
M0126308,1,12.00000,2022-09-09,2022-09-09T22:05:08Z,1628553,9.5,2022-09-10T00:00:00Z,531519,146,0
HLSA00008F38,0,3.00000,2022-12-19,2022-12-26T13:42:03Z,1600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000635ATU,0,-1.00000,2022-12-15,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA00005F82,0,5.00000,2022-11-11,2022-11-15T17:08:10Z,2000000,12.25,2022-11-18T00:00:00Z,1280000,180,0
M0211542,0,4.10000,2022-09-10,2022-09-11T00:24:29Z,1500000,10,2022-09-14T00:00:00Z,1500000,300,0
M0224300,0,12.00000,2022-09-26,2022-09-27T01:01:18Z,1300000,10.75,2022-09-28T00:00:00Z,1215000,240,0
HLSA00030C48,0,2.00000,2023-02-25,2023-02-25T17:47:20Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000C6CF,0,6.00000,2023-01-18,2023-01-18T17:43:36Z,2300000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00026221,0,-1.00000,2023-02-06,2023-02-13T12:41:49Z,1200000,13,2023-02-18T00:00:00Z,800000,168,0
HLSA00007DB4,0,1.00000,2022-12-08,2022-12-12T11:28:20Z,600000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000335AB,0,5.00000,2023-03-03,2023-03-13T22:51:47Z,3000000,11,2023-04-05T00:00:00Z,2510000,240,0
M0245867,1,19.00000,2022-10-29,2022-10-29T18:13:03Z,1500000,10,2022-10-30T00:00:00Z,1113563,124,0
HLSA00002CD0,0,2.00000,2022-09-15,2022-09-19T13:08:12Z,1500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA000464B9,0,-1.00000,2023-05-08,2023-05-08T23:16:56Z,1200000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000AAEA,0,2.00000,2023-01-05,2023-01-09T22:47:17Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003A9F8,0,4.10000,2023-03-21,2023-03-23T11:49:58Z,2900000,10.2,2023-03-26T00:00:00Z,2900000,240,0
HLSA000330EE,0,4.20000,2023-03-04,2023-03-05T02:03:44Z,2100000,11.5,2023-03-09T00:00:00Z,2060000,240,0
M0183818,0,4.20000,2022-08-04,2022-08-08T17:08:39Z,4000000,9,2050-01-01T00:00:00Z,0,0,0
HLSA000019F4,0,6.00000,2023-01-02,2023-01-03T11:15:19Z,4000000,10,2050-01-01T00:00:00Z,0,0,1
HLSA00008DAC,0,9.00000,2022-12-17,2022-12-19T14:01:59Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00002411TU,1,-1.00000,2022-09-14,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,36,0
HLSA0000A2A0,0,9.00000,2023-01-02,2023-01-02T10:21:02Z,4000000,9.99,2023-01-02T00:00:00Z,3213000,136,0
HLSA0000C65E,0,8.00000,2023-01-18,2023-01-21T22:02:41Z,800000,10,2023-01-24T00:00:00Z,605000,240,0
HLSA00034269,0,1.00000,2023-03-03,2023-03-06T10:10:38Z,8000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00008F8A,1,6.00000,2022-12-21,2022-12-22T02:46:22Z,1900000,10.5,2022-12-23T00:00:00Z,1608688,160,0
HLSA00048559,1,6.00000,2023-05-17,2023-05-17T16:58:27Z,1076000,9.75,2050-01-01T00:00:00Z,0,0,0
M0189652,0,9.00000,2022-08-09,2022-08-09T18:54:09Z,1100000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000CE71,0,18.00000,2023-01-19,2023-01-20T01:21:12Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002ED7E,0,4.50000,2023-02-20,2023-02-23T04:40:57Z,2500000,10,2023-03-01T00:00:00Z,2000000,230,0
M0302832,0,4.20000,2023-02-06,2023-03-06T18:50:46Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00006357,0,4.10000,2022-11-14,2022-11-15T15:47:49Z,9000000,10.5,2022-11-18T00:00:00Z,9900000,240,0
HLSA000297F3,0,4.20000,2023-02-10,2023-02-17T01:58:35Z,2500000,10.5,2023-02-21T00:00:00Z,2400000,240,0
HLSA000074DF,0,2.00000,2022-12-01,2022-12-05T22:06:25Z,3200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000070EB,0,4.50000,2022-11-26,2022-12-01T15:40:18Z,8500000,10.5,2022-12-07T00:00:00Z,2500000,240,0
HLSA00036F81,1,11.00000,2023-03-11,2023-03-11T17:54:02Z,700000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00049B6C,0,4.20000,2023-05-22,2023-05-22T15:39:59Z,2500000,9.75,2023-05-26T00:00:00Z,2500000,300,0
HLSA00039CDCTU,1,-1.00000,2023-03-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,110,0
M0189275,0,-1.00000,2022-08-09,2022-08-11T17:22:05Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00007355,1,14.00000,2022-11-30,2022-11-30T11:57:25Z,1700000,10.5,2022-11-30T00:00:00Z,1389235,144,0
HLSA000288E3,0,2.00000,2023-02-09,2023-02-15T14:27:08Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000056BE,0,5.00000,2022-11-23,2022-12-01T17:29:52Z,800000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00005E39,0,1.00000,2022-11-10,2022-11-11T11:53:04Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0002E4C8,1,16.00000,2023-02-19,2023-02-19T23:19:59Z,461810,10,2023-02-20T00:00:00Z,462662,104,0
M0211063,0,6.00000,2022-09-10,2022-09-10T12:45:57Z,1000000,11,2022-09-15T00:00:00Z,870000,155,0
M0211014,0,2.00000,2022-09-10,2022-09-16T13:39:31Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0252598,1,10.00000,2022-11-09,2022-11-09T17:22:26Z,950000,10,2022-11-11T00:00:00Z,927563,128,0
HLSA0000C7C6,0,-1.00000,2023-01-18,2023-01-19T19:46:59Z,2000000,10.5,2023-01-23T00:00:00Z,1320000,300,1
HLSA0000268F,0,2.00000,2022-09-09,2022-09-10T01:55:10Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0189663TU,1,-1.00000,2022-08-29,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,120,0
M0218367,0,7.00000,2022-09-24,2022-10-07T21:50:49Z,2500000,10.5,2022-10-14T00:00:00Z,2510000,240,0
M0186638,0,-1.00000,2022-08-09,2022-08-09T15:19:24Z,1000000,10.5,2022-08-13T00:00:00Z,800000,240,0
M0210651TU,1,-1.00000,2022-09-22,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,156,0
HLSA00026380,1,7.00000,2023-02-06,2023-02-07T00:34:54Z,1500000,10,2023-02-08T00:00:00Z,1545520,240,0
M0306122,0,-1.00000,2023-02-10,2023-02-11T02:25:41Z,5000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00038758,0,13.00000,2023-03-16,2023-03-20T17:23:55Z,2000000,10.5,2023-03-25T00:00:00Z,1779000,144,0
M0217021TU,1,-1.00000,2022-09-21,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,168,0
HLSA00004138,0,3.00000,2022-10-12,2022-10-13T13:06:10Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00006B8D,0,9.00000,2022-11-22,2022-11-22T20:25:48Z,1300000,10.5,2022-11-23T00:00:00Z,1400000,144,0
HLSA0004A7BA,0,9.00000,2023-05-24,2023-05-25T14:39:25Z,1850000,10.5,2023-05-26T00:00:00Z,1439812,210,0
M0276852,0,14.00000,2022-12-15,2022-12-15T15:45:52Z,1500000,11,2022-12-27T00:00:00Z,1000000,84,0
HLSA00046877,0,6.00000,2023-05-09,2023-05-10T23:11:15Z,7000000,10,2023-05-18T00:00:00Z,4400000,216,0
M0171847,0,2.00000,2022-08-10,2022-08-16T12:34:43Z,1100000,11,2050-01-01T00:00:00Z,0,0,0
M0222680,0,2.00000,2022-09-23,2022-09-24T12:33:21Z,800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000442C1,0,-1.00000,2023-04-26,2023-04-27T20:59:11Z,1000000,10,2023-05-01T00:00:00Z,895000,240,0
HLSA00047210,0,1.00000,2023-05-11,2023-05-12T12:17:56Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0241743,1,13.00000,2022-10-19,2022-10-20T11:29:28Z,1183659,9,2022-10-20T00:00:00Z,1181409,131,0
HLSA00008738,0,4.30000,2022-12-14,2022-12-15T16:51:59Z,3500000,9.99,2022-12-17T00:00:00Z,3500000,240,0
HLSA0000C1B3,0,5.00000,2023-01-16,2023-01-16T19:56:09Z,4300000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0004AC1E,0,1.00000,2023-05-26,2023-05-26T15:38:30Z,4500000,10.6,2050-01-01T00:00:00Z,0,0,0
HLSA0003BC3A,0,4.40000,2023-03-25,2023-03-26T04:12:08Z,4700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00021558TU,1,-1.00000,2023-02-15,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,84,0
M0252462,0,14.00000,2022-11-09,2022-11-09T17:24:57Z,1700000,10,2022-11-22T00:00:00Z,1700000,180,0
M0273083,1,3.00000,2022-12-09,2022-12-09T14:42:12Z,2100000,9,2022-12-09T00:00:00Z,2039103,183,0
HLSA000060BF,0,2.00000,2022-11-11,2022-11-12T05:55:29Z,5500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0256771,0,7.00000,2022-11-15,2022-11-17T12:33:30Z,1500000,10.5,2022-11-19T00:00:00Z,1200000,240,0
HLSA00037544,0,2.00000,2023-03-13,2023-03-14T13:43:00Z,3000000,10.5,2023-03-21T00:00:00Z,2076632,300,0
HLSA0000BBCB,0,5.00000,2023-01-13,2023-01-16T10:07:46Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0004BCEF,1,15.00000,2023-05-30,2023-05-30T18:31:59Z,1503642,10,2023-05-31T00:00:00Z,1796570,177,0
HLSA0003316F,0,9.00000,2023-03-01,2023-03-01T22:40:14Z,2000000,10.5,2023-03-05T00:00:00Z,2100000,205,0
HLSA0002CAB4TU,1,-1.00000,2023-02-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,120,0
M0185983,1,12.00000,2022-08-22,2022-08-23T12:34:17Z,1936000,9.5,2022-08-24T00:00:00Z,1954091,217,0
HLSA0000376B,0,8.00000,2022-09-23,2022-09-28T18:45:26Z,800000,11.5,2022-09-30T00:00:00Z,247000,240,0
M0244407,1,15.00000,2022-10-26,2022-10-26T17:22:46Z,760000,9.5,2022-10-27T00:00:00Z,736861,66,0
HLSA00004F70,0,2.00000,2022-10-27,2022-11-09T16:20:01Z,750000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000AD27,0,4.30000,2023-01-05,2023-01-06T02:53:49Z,6500000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0001A6FBTU,1,-1.00000,2023-02-07,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,96,0
HLSA00041101,0,15.00000,2023-04-13,2023-04-13T23:58:34Z,1200000,13,2050-01-01T00:00:00Z,0,0,0
HLSA0003084ATU,0,-1.00000,2023-03-11,2050-01-01T00:00:00Z,0,11,2050-01-01T00:00:00Z,0,240,0
HLSA00008F73,0,1.00000,2022-12-20,2022-12-21T10:38:18Z,800000,11.25,2050-01-01T00:00:00Z,0,0,0
HLSA000459DE,1,14.00000,2023-05-04,2023-05-08T15:24:26Z,730000,10,2023-05-08T00:00:00Z,735590,140,0
HLSA000486C0,0,1.00000,2023-05-18,2023-05-19T12:01:55Z,3200000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00035409,0,4.20000,2023-03-06,2023-03-09T12:07:57Z,2000000,10,2023-03-15T00:00:00Z,1350000,300,1
HLSA0003A99F,0,1.00000,2023-03-21,2023-03-22T12:38:03Z,1500000,11.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000A58A,1,12.00000,2023-01-02,2023-01-02T15:09:42Z,1015651,10,2023-01-02T00:00:00Z,852053,178,0
M0229241,0,10.00000,2022-10-07,2022-10-07T20:08:24Z,1000000,12.25,2022-10-17T00:00:00Z,600000,240,0
HLSA0000B07C,0,14.00000,2023-01-06,2023-01-09T14:20:34Z,15000000,9.75,2023-01-21T00:00:00Z,6000000,180,0
HLSA0003A126TU,1,-1.00000,2023-03-25,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA00001165,0,-1.00000,2022-08-13,2022-08-16T18:33:23Z,3000000,10.5,2022-08-20T00:00:00Z,2415000,240,0
HLSA0003F34E,0,4.50000,2023-04-13,2023-04-14T00:41:33Z,1450000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003EB58TU,1,-1.00000,2023-04-11,2050-01-01T00:00:00Z,0,10.42,2050-01-01T00:00:00Z,0,96,0
HLSA0003F2AF,0,6.00000,2023-04-06,2023-04-07T01:02:06Z,1500000,12.25,2023-04-11T00:00:00Z,1300000,170,1
HLSA00003618,0,-1.00000,2022-10-03,2022-10-12T10:26:04Z,1000000,10.5,2050-01-01T00:00:00Z,0,0,1
HLSA00001C72,0,5.00000,2022-09-05,2022-09-09T22:49:41Z,1600000,10.5,2022-09-12T00:00:00Z,1475000,240,0
HLSA00035358,0,3.00000,2023-03-06,2023-03-11T18:27:10Z,1700000,11.25,2023-03-27T00:00:00Z,1700000,240,1
HLSA0003BBF3TU,1,-1.00000,2023-03-28,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,180,0
HLSA0000469D,0,9.00000,2022-10-13,2022-10-15T11:09:32Z,2500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00004654,0,9.00000,2022-10-13,2022-10-14T04:38:46Z,2200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000020DTU,0,-1.00000,2022-10-18,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,216,0
HLSA00004A91TU,1,-1.00000,2022-11-09,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,60,0
HLSA00044448,1,18.00000,2023-04-26,2023-04-26T23:21:38Z,2820000,10,2023-04-27T00:00:00Z,2829610,170,0
HLSA000455CF,0,4.50000,2023-05-04,2023-05-04T23:46:22Z,1500000,11.35,2023-05-12T00:00:00Z,575000,300,1
HLSA0000B62E,0,-1.00000,2023-01-10,2023-02-02T01:13:03Z,1000000,12,2023-02-06T00:00:00Z,570000,300,0
M0347667,1,20.00000,2023-04-20,2023-04-20T20:54:49Z,2100000,10,2023-04-21T00:00:00Z,1977469,167,0
HLSA000421C8TU,1,-1.00000,2023-04-20,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,80,0
HLSA00017C2D,0,14.00000,2023-01-28,2023-01-29T13:52:44Z,1500000,10,2023-01-31T00:00:00Z,1134130,240,0
HLSA00042862,0,4.20000,2023-04-18,2023-04-18T23:48:14Z,1000000,11.75,2023-04-21T00:00:00Z,1000000,180,0
HLSA0004708C,1,13.00000,2023-05-11,2023-05-11T15:10:19Z,1472000,10,2023-05-12T00:00:00Z,1466643,175,0
HLSA0003D14B,1,14.00000,2023-03-28,2023-03-28T22:41:43Z,1721292,9.75,2023-03-29T00:00:00Z,1709724,191,0
HLSA0003C24ETU,1,-1.00000,2023-03-27,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0003C88F,0,3.00000,2023-03-26,2023-03-27T02:58:16Z,2200000,10.5,2023-03-30T00:00:00Z,1270000,240,0
HLSA00048FC8,0,1.00000,2023-05-19,2023-05-20T17:54:29Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003C89C,1,14.00000,2023-03-27,2023-03-27T11:04:16Z,905000,9.75,2023-03-27T00:00:00Z,893999,99,0
HLSA0003D642TU,1,-1.00000,2023-03-30,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,108,0
HLSA0003B07A,1,4.10000,2023-03-23,2023-03-23T10:12:46Z,1303598,9.75,2023-03-24T00:00:00Z,1328608,120,0
HLSA0003C1A7,0,3.00000,2023-03-25,2023-03-25T14:13:27Z,1300000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003403B,0,17.00000,2023-03-03,2023-03-03T22:11:45Z,8500000,10,2023-03-18T00:00:00Z,7000000,204,0
HLSA0003A349,0,4.10000,2023-03-20,2023-03-20T18:26:24Z,1500000,12,2023-03-25T00:00:00Z,1400000,300,0
M0221726TU,1,-1.00000,2022-09-24,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,216,0
HLSA0002B93C,0,4.10000,2023-02-14,2023-02-14T23:12:30Z,1100000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000F23A,0,2.00000,2023-01-21,2023-01-25T02:24:10Z,600000,10.5,2050-01-01T00:00:00Z,0,0,0
M0231937,0,4.30000,2022-10-10,2022-10-14T16:04:18Z,300000,12,2050-01-01T00:00:00Z,0,0,0
M0224235,1,15.00000,2022-09-26,2022-09-26T17:07:40Z,1100000,9.5,2022-09-26T00:00:00Z,793627,113,0
M0208520,0,4.40000,2022-09-07,2022-09-11T02:41:39Z,2500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003ACCC,0,1.00000,2023-03-21,2023-03-22T12:53:42Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003ED2BTU,1,-1.00000,2023-04-14,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,100,0
HLSA000480FA,1,6.00000,2023-05-19,2023-05-24T19:33:32Z,1400000,10,2023-05-25T00:00:00Z,1021289,165,0
HLSA00001C64TU,0,-1.00000,2022-09-26,2050-01-01T00:00:00Z,0,11,2050-01-01T00:00:00Z,0,180,0
HLSA00001F02,0,6.00000,2022-09-12,2022-09-14T12:18:45Z,2300000,12,2022-09-20T00:00:00Z,1500000,240,0
HLSA000192C8,0,-1.00000,2023-01-30,2023-01-31T10:13:30Z,2200000,10,2023-02-02T00:00:00Z,1750000,240,0
HLSA00007CBE,1,15.00000,2022-12-09,2022-12-10T16:36:16Z,1500000,10.5,2022-12-12T00:00:00Z,1135457,132,0
HLSA00037705TU,1,-1.00000,2023-03-15,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,235,0
HLSA0002B3E2,0,4.20000,2023-03-09,2023-03-09T23:28:05Z,3000000,11,2050-01-01T00:00:00Z,0,0,0
M0235827,1,16.00000,2022-10-13,2022-10-15T15:40:39Z,700000,9.5,2022-10-17T00:00:00Z,680172,120,0
HLSA0003ACF5,0,3.00000,2023-04-05,2023-04-17T10:42:51Z,1400000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0003B00A,0,4.40000,2023-03-25,2023-03-26T03:25:58Z,2300000,9.75,2023-03-31T00:00:00Z,1540000,240,0
M0188606,1,11.00000,2022-08-09,2022-08-09T20:27:11Z,3438822,10,2022-08-11T00:00:00Z,2512561,240,0
HLSA00036958,0,1.00000,2023-03-10,2023-03-11T18:53:11Z,1500000,11.5,2050-01-01T00:00:00Z,0,0,1
HLSA00048211,0,1.00000,2023-05-19,2023-05-20T14:30:51Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00047FCE,0,6.00000,2023-05-16,2023-05-17T16:58:07Z,1500000,11,2023-05-20T00:00:00Z,1500000,300,0
HLSA0003F234,0,5.00000,2023-04-10,2023-04-17T11:36:24Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,1
HLSA00034007,0,7.00000,2023-03-03,2023-03-05T02:27:19Z,4500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003D5D5TU,1,-1.00000,2023-03-31,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,84,0
HLSA0003D5E2TU,1,-1.00000,2023-04-06,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,75,0
HLSA0003CB53,0,4.10000,2023-03-27,2023-03-28T12:39:15Z,3000000,10,2023-03-31T00:00:00Z,1670000,240,0
M0333713,1,12.00000,2023-03-28,2023-03-28T15:42:11Z,835000,10.5,2023-03-29T00:00:00Z,812395,180,0
HLSA0003C9A5,0,-1.00000,2023-03-27,2023-03-30T11:02:25Z,1100000,10,2023-03-31T00:00:00Z,750000,180,0
HLSA0004995C,0,2.00000,2023-05-22,2023-05-23T23:36:12Z,1000000,11.25,2050-01-01T00:00:00Z,0,0,0
PCHL000001FF,0,-1.00000,2022-12-09,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
HLSA000479AA,1,12.00000,2023-05-13,2023-05-13T15:55:38Z,1370988,10,2023-05-13T00:00:00Z,1394450,236,0
HLSA000480E1,0,3.00000,2023-05-17,2023-05-20T13:47:28Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0270401,0,-1.00000,2022-12-06,2022-12-06T16:22:27Z,1500000,10,2022-12-09T00:00:00Z,1330000,216,1
HLSA000092F7,1,-1.00000,2022-12-20,2022-12-20T18:30:00Z,800000,10,2022-12-21T00:00:00Z,361198,72,0
HLSA000090DB,0,7.00000,2022-12-20,2022-12-28T14:11:43Z,900000,13,2050-01-01T00:00:00Z,0,0,0
M0259430,0,4.10000,2022-11-18,2022-11-22T12:49:08Z,2500000,9,2022-11-23T00:00:00Z,2050000,240,0
HLSA00004821,0,1.00000,2022-10-15,2022-10-17T23:40:53Z,1800000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00004A92,0,12.00000,2022-10-17,2022-10-17T22:59:36Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0002E08B,0,-1.00000,2023-02-18,2023-03-14T23:58:04Z,200000,10,2023-03-17T00:00:00Z,1010000,240,0
HLSA00037336,0,4.30000,2023-03-14,2023-03-16T10:43:29Z,3000000,10,2050-01-01T00:00:00Z,0,0,0
M0201285,0,4.30000,2022-08-27,2022-08-27T23:50:02Z,7300000,10,2050-01-01T00:00:00Z,0,0,0
